date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
04.06.2024,Kaufe Hausmeisterservice / Gebäudereinigung,Wir suchen ein etabliertes Unternehmen im Bereich Hausmeisterservice oder Gebäudereinigung im Raum Augsburg/ München zum Kauf.,Bayern / Oberbayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208310,"
Wenn Sie überlegen, Ihr erfolgreiches Unternehmen in vertrauensvolle Hände zu übergeben, kontaktieren Sie uns!

**Was uns wichtig ist:**
- Langjähriger Kundenstamm
- Positive Reputation und Referenzen
- Lage im Raum München / Augsburg

**Was wir Ihnen bieten:**
- Schneller und reibungsloser Übernahmeprozess
- Faire Bewertung und attraktive Konditionen
- Langfristige Weiterführung und Ausbau Ihres Unternehmens

Diskretion und Vertraulichkeit sind garantiert. Wir freuen uns auf Ihre Kontaktaufnahme!",Bayern > Oberbayern,,Keine Angaben,Keine Angaben,Keine Angaben,
03.06.2024,Speditions- und/oder Transportunternehmen zur Übernahme gesucht,Unser Unternehmen umfasst aktuell ca. 40 Lkw und etwas mehr als 50.000qm Lager-/Logistikfläche. In unserem Team sind ca. 100 Mitarbeiter beschäftigt.,"Nordrhein-Westfalen / Detmold / Minden-Lübbecke Niedersachsen / Weser-Ems / Osnabrück, Landkreis",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=203431,"
Wir sind zur strategischen Erweiterung unserer Logistikaktivitäten auf der Suche nach guten Ergänzungen. Unser Kerngeschäft ist die Lager- und Kontraktlogistik, sowie nationale Transporte für die Lebensmittel-, Baustoff-, Möbel- und Konsumgüterindustrie.",,,Keine Angaben,Keine Angaben,Keine Angaben,
03.06.2024,Energieberatung gesucht,"Dipl.-Ing., Energieberater sucht Unternehmen zur Übernahme oder zur Beteiligung.",Nordrhein-Westfalen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208051,"
Dipl.-Ing., Energieberater (WG, NWG; BAFA, KfW) sucht Unternehmen zur Übernahme oder zur Beteiligung. Angebote von Energieberatern, aus dem Immobilienbereich oder von Handwerksbetrieben mit entsprechendem Tätigkeitsprofil sind willkommen.",Nordrhein-Westfalen,,Keine Angaben,Keine Angaben,Keine Angaben,Nein
29.05.2024,Unternehmensnachfolge,"Gesucht wird ein Unternehmen aus dem verarbeitenden Metallgewerbe/ Maschinenbau, welches aus mangelnder Nachfolgeregelung veräußert wird.",Nordrhein-Westfalen / Arnsberg / Siegen-Wittgenstein Rheinland-Pfalz / Koblenz / Altenkirchen (Westerwald),https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208293,"
Sehr geehrte Damen und Herren,

ich bin auf der Suche nach einem Unternehmen aus dem verarbeitenden Metallgewerbe/ Maschinenbau, welches keine geregelte Unternehmensnachfolge hat.

Zu meiner Person:
- 32 Jahre alt aus dem Raum Siegen
- Berufsausbildung: Zerspanungsmechaniker
- Qualifizierung: Wirtschaftsingenieur
- Berufserfahrung: Tätigkeiten in der Branche mit P&L Verantwortung von 17 mio.€ und Personalverantwortung von ca. 40 Arbeitnehmern und Angestellten",,Verarbeitendes Gewerbe > Metallerzeugung und -verarbeitung; Verarbeitendes Gewerbe > Maschinenbau,Keine Angaben,Keine Angaben,"über 500 Tsd. - 2,5 Mio. Euro",
29.05.2024,"Gesucht ! Elektriker, Hausmeister, Gebäudereinigung, GaLa und Bauunternehmen !",Gesucht wird: - Elektriker - Hausmeister - Garten und Landschaftsbau - Bauunternehmen um unser Dienstleistungsangebot rund um die Immobilie zu ergänzen oder erweitern.,Hamburg / Hamburg / Hamburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208212,"
Wir,
ein Zusammenschluss von Handwerk und Dienstleister rund um die Immobilie, suchen nach Erweiterungsmöglichkeiten. Da wir drei Kollegen mit unterschiedlichem Alter und Kompetenzen sind, ist bei und der Generationswechsel bereits gelebt.
Hier wollen wir gern Ihr Unternehmen in der Nachfolgeregelung erwerben.
Ziel soll es sein, dass Ihr betrieb weiter existiert und die Mitarbeitet weiterhin ein Jobperspektive haben.
Liquidität ist vorhanden, auch die Bank und Bürgschaftsbank stellt größere Summen zur Verfügung.
Diese Anliegen wurden bereits geprüft.
Somit ist ein schneller, professioneller Übergang nach vorheriger Besprechung möglich.
Wir freuen uns mit Ihnen in Gespräch zu kommen.",Hamburg > Hamburg > Hamburg,Baugewerbe > Bauinstallation > Elektroinstallation; Grundstücks- und Wohnungswesen; Dienstleistung > Sonstige Dienstleistungen > Gebäudebetreuung; Garten- und Landschaftsbau,Keine Angaben,Keine Angaben,Keine Angaben,
29.05.2024,Hotelbetrieb gesucht,"Die Libertas Gruppe ist eine mittelständische Hotelgesellschaft mit Sitz in Köln. Zur Erweiterung unseres Portfolios suchen wir etablierte Hotelbetriebe, welche zur Übernahme zur Verfügung stehen.",Niedersachsen Rheinland-Pfalz Baden-Württemberg Hamburg Nordrhein-Westfalen Berlin,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208242,"
Gesucht werden Hotels die folgende Voraussetzungen erfüllen:
– mindestens 50 Zimmer
- gute bis sehr gute Lage in Städten mit einer Einwohnerzahl von über 100.000
- Pacht oder Kaufobjekt
- Kein Investitionsstau",,,Keine Angaben,Keine Angaben,Keine Angaben,
29.05.2024,"Gesucht! Elektriker, Hausmeister, Gebäudereinigung,GaLa und Bauunternehmen ! S-H",Gesucht wird: - Elektriker - Hausmeister - Garten und Landschaftsbau - Bauunternehmen um unser Dienstleistungsangebot rund um die Immobilie zu ergänzen oder erweitern.,Schleswig-Holstein / Schleswig-Holstein,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208215,"
Wir,
ein Zusammenschluss von Handwerk und Dienstleister rund um die Immobilie, suchen nach Erweiterungsmöglichkeiten. Da wir drei Kollegen mit unterschiedlichem Alter und Kompetenzen sind, ist bei und der Generationswechsel bereits gelebt.
Hier wollen wir gern Ihr Unternehmen in der Nachfolgeregelung erwerben.
Unser Zielgebiet Hamburg / Schleswig-Holstein / nord-östliches Niedersachsen.
Ziel soll es sein, dass Ihr betrieb weiter existiert und die Mitarbeitet weiterhin ein Jobperspektive haben.
Liquidität ist vorhanden, auch die Bank und Bürgschaftsbank stellt größere Summen zur Verfügung.
Diese Anliegen wurden bereits geprüft.
Somit ist ein schneller, professioneller Übergang nach vorheriger Besprechung möglich.
Wir freuen uns mit Ihnen in Gespräch zu kommen.",Schleswig-Holstein > Schleswig-Holstein,Baugewerbe; Grundstücks- und Wohnungswesen; Handwerk,Keine Angaben,Keine Angaben,Keine Angaben,
29.05.2024,Bäckerei zu übernehmen gesucht,Geeignete Räumlichkeiten für eine Bäckerei in Bielefeld und Umgebung gesucht.,Nordrhein-Westfalen / Detmold / Gütersloh Nordrhein-Westfalen / Detmold / Bielefeld,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208265,"
Gesucht werden geeignete Produktionsräume mit oder ohne Verkaufsraum zur Führung einer Bäckerei.",,,Keine Angaben,Keine Angaben,Keine Angaben,
29.05.2024,"Werde kaufen:Kajak,SUP,Stand up Paddle,Kanu,WindSurfing,Boot,Tretboot,Rikscha","Ich suche einen Ort in der Nähe eines Gewässers (See oder Fluss) mit der Möglichkeit, eine Verleihstation zu eröffnen.",Bayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208253,"
Ich suche einen Standort in der Nähe eines Gewässers (See oder Fluss) mit der Möglichkeit, eine Mietstation zu eröffnen.

Ich verfüge über langjährige Berufserfahrung in der Vermietung folgender schwimmender und nicht schwimmender Fahrzeuge: Kajaks, Kanus, SUPs, Boote, Tretboote, Fahrräder, Ebikes, Rikschas, Jetskis. Ich war bereits Geschäftsführer eines solchen Unternehmens in der Ukraine, wo mein Unternehmen mehr als 200 Wasserfahrzeuge betrieb.

Ich möchte meine erworbenen Kenntnisse und Erfahrungen im Vermietungsgeschäft nutzen und suche daher nach Geschäftspartnern oder Kooperationsmöglichkeiten in Deutschland.

Ich suche folgende Geschäftsmöglichkeiten:

· Eröffnen eine neue Verleihstation.

· Mieten oder kaufen eine bestehende Verleihstation/einen bestehenden Betrieb.

· Zusammenarbeit mit bestehenden Geschäftspartnern, beispielsweise als Subunternehmer.

· Offen für weitere Ideen, Konzepte/Projekte und Neues.

Da ich persönlich mobil und somit ortsunabhängig arbeiten kann, ist ein Einsatz in folgenden europäischen Ländern möglich: Alle 16 Bundesländer Deutschland / Österreich / Frankreich / Schweiz / Italien.",Bayern,"Gesundheits- und Sozialwesen > Sonstige; Kunst, Unterhaltung und Erholung > Dienstleistungen des Sports, der Unterhaltung und der Erholung; Gastgewerbe > Sonstige; Dienstleistung > Sonstige Dienstleistungen > Sonstige",Keine Angaben,Keine Angaben,Keine Angaben,Ja
28.05.2024,"Gesucht: Medienagentur, Copy-Shop oder Druckerei zur Übernahme","Junger, nebenberuflich Selbstständiger sucht eine Medienagentur, Copy-Shop oder Druckerei zur Übernahme. Ambitioniert und bereit, den Schritt in die Vollselbstständigkeit zu wagen.",Baden-Württemberg / Freiburg / Waldshut,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208239,"
Ich bin ein junger, motivierter Mann, der derzeit nebenberuflich selbstständig ist und den nächsten großen Schritt in die Vollselbstständigkeit wagen möchte. Daher suche ich eine etablierte Medienagentur, einen Copy-Shop oder eine Druckerei zur Übernahme. Meine Ziele sind es, das vorhandene Geschäft weiterzuführen und auszubauen. Idealerweise befindet sich das Unternehmen in einer gut erreichbaren Lage. Ich freue mich auf eine spannende Herausforderung und darauf, Ihre Firma erfolgreich in die Zukunft zu führen.

Bitte kontaktieren Sie mich für nähere Details und ein persönliches Gespräch.",Baden-Württemberg > Freiburg > Waldshut,,bis 5 Beschäftigte,Keine Angaben,bis 50 Tsd. Euro,
28.05.2024,Überseespedition/Seefracht/Schiffsmakler/Containerreeder gesucht,Überseespedition/Seefracht/Schiffsmakler/Containerreeder zuer Erwqeiterung des Angebotsportfolios gesucht,Bayern Sachsen Rheinland-Pfalz Mecklenburg-Vorpommern Bremen Berlin Brandenburg Ausland Baden-Württemberg Sachsen-Anhalt Nordrhein-Westfalen Hessen Niedersachsen Hamburg Thüringen Schleswig-Holstein Saarland,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208206,"
Inhaber von zwei bereits international tätigen Speditionen sucht erweiterung im Bereich Seefracht.
Wir besitzen hier bereits Kundschaft welche diese Anforderung platziert hat.
Gerne möchten wir uns hier weiterentwickeln und entsprechend anorganisch wachsen.
Gerne unterzeichen wir eine Vertraulichkeitsvereinbarung.",,,Keine Angaben,Keine Angaben,Keine Angaben,Ja
28.05.2024,Erfahrener Vertriebs- und Marketingdirektor sucht Partnerschaft,"Erfahrener Vertriebsleiter sucht Partnerschaft als Geschäftsführer. Breite Erfahrung in Vertrieb, Marketing und Mitarbeiterführung, insbesondere Lebensmittel und Getränke, offen für andere Industrien","Bayern / Oberbayern / München, Landkreis",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208195,"
Sehr geehrte Unternehmensinhaberinnen, Ich bin 43 und Ingenieur für Lebensmitteltechnologie mit weiterbildung zum BWL, Unternehmensführung & Unternehmensplanung, Digital and Social Media Marketing, Coaching -Leadership-Strategy Management -Retail Management. Ich suche nach einer spannenden Möglichkeit, als Partner und Geschäftsführer in ein etabliertes Unternehmen einzutreten. Mit umfangreicher Erfahrung im Vertrieb und Marketing sowie fundierten betriebswirtschaftlichen Kenntnissen bringe ich das nötige Know-how mit, um gemeinsam Erfolge zu erzielen und das Unternehmen weiterzuentwickeln.

Ich habe in verschiedenen Führungspositionen in der Lebensmittel- und Getränkeindustrie gearbeitet und dabei umfassende Erfahrungen im nationalen und internationalen Vertrieb gesammelt. Meine bisherigen Stationen beinhalten erfolgreiche Tätigkeiten bei internationalen Konzernen. Durch strategisches Management und innovative Marketingstrategien konnte ich das Umsatzwachstum erheblich steigern und bedeutende Marktanteile gewinnen.

Besondere Eigenschaften und Herausforderungen
Erfolgreiche Umsatzsteigerung um 63% in fünf Jahren bei letzten Arbeitgeber (90Mio Euro)
Management eines Teams von 15-45 Mitarbeitern in verschiedenen europäischen Ländern
Einführung und Implementierung neuer Produkte in den deutschen Einzelhandel
Entwicklung innovativer Verkaufs- und Marketingstrategien

Obwohl meine Hauptkompetenzen im Bereich Lebensmittel und Getränke liegen, bin ich offen für Möglichkeiten in anderen Branchen. Ich glaube, dass meine Fähigkeiten im strategischen Management, Vertrieb und Marketing in verschiedenen Industrien anwendbar und wertvoll sind.

Ich suche nach einem Unternehmen, das bereit ist, eine strategische Partnerschaft einzugehen. Ich bringe umfangreiche Erfahrung in der Unternehmensführung, strategischen Planung und im Controlling mit. Meine Flexibilität und Fähigkeit, in dynamischen und herausfordernden Umgebungen zu arbeiten, machen mich zum idealen Partner für Ihr Unternehmen.

Der Übergabeprozess kann individuell und flexibel gestaltet werden, um den spezifischen Anforderungen und Bedürfnissen des Unternehmens gerecht zu werden. Im besten Fall arbeiten wir in den ersten drei Jahren zusammen.

Ich freue mich auf Ihre Kontaktaufnahme und die Möglichkeit, Ihr Unternehmen gemeinsam voranzubringen. Mit freundlichen Grüßen","Bayern > Oberbayern > München, Landkreis",,Keine Angaben,Keine Angaben,Keine Angaben,
27.05.2024,Straßenbau - Unternehmen gesucht!,#Straßenbau #Nachfolge #Betriebsnachfolge #Existenzgründung,Baden-Württemberg / Karlsruhe / Pforzheim Baden-Württemberg / Karlsruhe / Enzkreis,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208004,"
Ich suche ein Straßenbauunternehmen im Enzkreis oder Pforzheim. Alle handwerksrechtlichen Voraussetzungen sind erfüllt.
Wünschenswert wären 10 bis 15 Mitarbeitende, die sich auf eine Nachfolge freuen.
Auch wäre ein gleitender Übergang hilfreich.
Ich freue mich auf Ihre Zuschriften.",,,6 - 10 Beschäftigte,Keine Angaben,Keine Angaben,
27.05.2024,Käufer suchen Unternehmen in der Digital- und Haushaltsgerätesparte,"Suchen etablierte Unternehmen (10+ Jahre) in der Digital- und Haushaltsgerätesparte, vorzugsweise TV-Software, mit einem Jahresgewinn von über 100.000 €. Unsere Kunden sind an einem Kauf interessiert.",Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207924,"
Wir suchen derzeit etablierte Unternehmen in der Digital- und Haushaltsgerätesparte. Besonders interessieren uns Unternehmen, die TV-Software anbieten. Ihr Unternehmen sollte mindestens 10 Jahre erfolgreich im Geschäft sein und einen Jahresgewinn von über 100.000 Euro erzielen.

Unsere Kunden sind hochmotiviert und interessiert daran, solche Unternehmen zu erwerben, um ihr Portfolio zu erweitern und neue Marktchancen zu nutzen. Wenn Ihr Unternehmen diese Kriterien erfüllt und Sie einen Verkauf in Erwägung ziehen, freuen wir uns darauf, mit Ihnen ins Gespräch zu kommen.

Wir bieten Ihnen eine diskrete und professionelle Abwicklung des gesamten Prozesses, basierend auf jahrzehntelanger Expertise und einem tiefen Verständnis der Marktmechanismen. Nutzen Sie diese Gelegenheit, um Ihr Lebenswerk in gute Hände zu übergeben und gleichzeitig von den Vorteilen eines Verkaufs zu profitieren.

Bitte kontaktieren Sie uns für ein unverbindliches Gespräch. Wir sind bereit, Ihnen bei jedem Schritt des Verkaufsprozesses zur Seite zu stehen und Ihre individuellen Bedürfnisse zu berücksichtigen.",Hessen,,Keine Angaben,über 50 - 250 Tsd. Euro,Keine Angaben,
27.05.2024,Elektrobetrieb in Region Hannover zur Übernahme gesucht,Elektrobetrieb in Region Hannover zur Übernahme gesucht,Niedersachsen / Hannover / Region Hannover,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208194,"
Als Inhaber eines kleinen Elektrotechnikbetriebes in Hannover, suche ich nun einen Betrieb zur Erweiterung des aktuellen Unternehmens.

Aktuell liegen die Schwerpunkte im Bereich der Elektroinstallation bei Neu- und Altbauten, der Installation von Telekommunikationsgeräten und Kameratechnik sowie im Bereich Smarthome - Idealerweise bedient Ihr Unternehmen ebenfalls diese Schwerpunkte.

Der gesuchte Elektrotechnikbetrieb sollte nicht mehr als 5 Mitarbeitende haben und es wäre wünschenswert, wenn sich der Betrieb im Stadtgebiet Hannover oder in der Region Hannover befindet. Das Ziel ist, mit dem Betrieb zu wachsen und die vorhandenen Mitarbeitenden bei diesem Vorhaben einzubinden. Eine reine Investition ist nicht mein Ziel und als gelernter (und nun selbständiger) Elektriker möchte ich mich aktiv in die zukünftige Gestaltung des Betriebes einbringen.

Gerne bin ich dazu bereit im Rahmen einer Übergangszeit von max. einem Jahr von dem derzeitigen Inhaber eingearbeitet und die betrieblichen Besonderheiten kennenzulernen.

Ich freue mich über Ihre Anfrage und auf ein persönliches Kennenlernen. Falls gewünscht bin ich gerne dazu bereit im weiteren Verlauf eine Vertraulichkeitserklärung zu unterzeichnen.

N-EL-30",Niedersachsen > Hannover > Region Hannover,Handwerk > Ausbaugewerbe > Elektrotechniker; Baugewerbe > Ausbau > Elektrotechniker,bis 5 Beschäftigte,Keine Angaben,Keine Angaben,
27.05.2024,Elektrofirma zur Nachfolge gesucht,Wir suchen eine Elektrofirma mit bis zu 5 Mitarbeitern zur Weiterführung des Betriebes. Gerne Unternehmer die einen Nachfolger suchen.,Berlin / Berlin / Berlin Brandenburg / Brandenburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=206882,"
Sehr geehrte Damen und Herren,

wir sind ein in Berlin ansässiges Elektrounternehmen welches expandieren möchte.
Unsere Kernaufgaben liegen in den Bereichen Elektroinstallation, MSR-Technik und Dienstleistungen im Bahnbereich.

Wir suchen eine Elektrofirma mit bis zu 5 Mitarbeitern zur Übernahme im Raum Berlin/Brandenburg (50 Kilometerradius um Berlin).

Primär sind wir an Kapitalgesellschaften interessiert, bei denen wir bis zu 100% der Anteile erwerben würden, individuelle Einigungen sind natürlich jederzeit diskutabel und möglich.

Angestrebt wird ein Kaufpreis bis 75.000€

Mitarbeiter und Inventar möchten wir gern vollständig erhalten, ebenso wie gute Kundenbeziehungen.

Bei Interesse sind wir für jede Art von Einigung, ob kurzfristige- oder langfristige Übernahme, im Vordergrund stehen für uns in diesem Fall Tranzparenz, Ehrlichkeit und ein produktives Miteinander zum erreichen einer Einigung.",,Baugewerbe > Bauinstallation > Elektroinstallation; Baugewerbe > Sonstige,Keine Angaben,Keine Angaben,Keine Angaben,
27.05.2024,Software-Unternehmen zur Übernahme gesucht,Suche Software-Unternehmen oder Software-Entwickler zur Übernahme,Bayern Baden-Württemberg Hamburg Niedersachsen Nordrhein-Westfalen Hessen Rheinland-Pfalz,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=204071,"
Nach Angestelltentätigkeit im Software-Bereich, u.a. als Geschäftsführer eines Software-Unternehmens, suche ich ein Unternehmen zur Übernahme.

Meine Wunschvorstellung ist dabei ein Softwarehersteller, welcher eine eigene Software vertreibt und damit stabile Umsätze und solide Erträge erwirtschaftet.
Reine Auftragsentwickler/Agenturen sind jedoch auch interessant für mich.

Eigenkapital ist vorhanden, Finanzierungsbereitschaft der Bank wurde signalisiert.

Das Unternehmen sollte die folgenden Kriterien erfüllen:
- Stabiler Umsatz
- Positiver EBIT seit mindestens 3 Jahren
- Keine Abhängigkeit von einzelnen Kunden

Ich bin interessiert an einer vollständigen Übernahme des Unternehmens (Asset Deal oder Share Deal), kann mir aber auch eine Partnerschaft mit späterer Übernahme vorstellen.

Ich freue mich auf Ihre Kontaktaufnahme und sichere Ihnen natürlich absolute Diskretion zu!
Gerne kann vorab ein Käuferprofil zugesendet werden.",,,Keine Angaben,Keine Angaben,Keine Angaben,
23.05.2024,Macher mit Drive sucht Ihr Unternehmen zur Übernahme oder Beteiligung,Macher mit Drive sucht Ihr Unternehmen zur Übernahme oder Beteiligung,Niedersachsen Nordrhein-Westfalen Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208112,"
Nach vielen erfolgreichen Jahren als angestellter Manager in internationalen Unternehmen ist es für mich an der Zeit den nächsten Schritt zu gehen. Aufbauend auf Ihrem gut geführten Unternehmen ohne eigene Nachfolgeregelung möchte ich meine Energie, mein Können und meine Erfahrung im Führen und Motivieren von Mitarbeitern dem Erfolg „auf eigene Rechnung“ verschreiben. Mir geht es einfach gesagt darum eine gute, am Markt bestätigte Idee weiterzuführen, weiterzuentwickeln und nachhaltig relevant und erfolgreich zu betreiben. Hierfür ist eine gemeinsame Zeit mit dem übergebenden Unternehmer für beide Seiten von entscheidender Bedeutung, um neben den harten Fakten auch den Geist des Unternehmens, das Team und die Partner bestmöglich kennenzulernen und im Sinne des Menschen, der hier sein/ihr Lebenswerk in gute Hände weitergibt, fortzuführen. Neben einer klassischen Übernahme ist auch eine Beteiligung mit späterer Option zu Übernahme ein denkbarer Weg, um einen Unternehmerwechsel gemeinsam zu realisieren. Neben einer grundsätzlich soliden wirtschaftlichen Basis zählen für mich klar die Punkte Leistungsversprechen des Geschäftsmodells, Unternehmenskultur und Vision für die Zukunft. Es geht mir um ein langfristiges Commitment, dem ich mich als Unternehmer voll und ganz widmen möchte. Meine persönlichen Stärken, die meine Motivation zur Übernahme eines Unternehmens bestärken, sind eine hohe Einsatzbereitschaft, ausgeprägter Unternehmergeist, starke Entscheidungskraft und eine hohe strategische Kompetenz verbunden mit einer ganzheitlichen Betrachtung der operativen Erfordernisse. In Bezug auf die menschliche Seite zeichne ich mich durch Fairness und Verbindlichkeit aus, bin sehr teamorientiert und feiere Erfolge nicht allein, sondern mit der Mannschaft. Ich bin der Überzeugung, dass jeder MA auf seiner Position als Experte die Wertschätzung für seinen Beitrag erhalten sollte und Entscheidungen nicht nur kraft Hierarchie, sondern durch Überzeugung und eine gemeinsame Vision mit dem Team erfolgreich umgesetzt werden können und sollten. Hierbei habe ich die wirtschaftliche Situation und zukünftige Anforderungen stets mit hoher analytischer Fähigkeit im Blick.
An dieser Stelle noch ausdrücklich der Hinweis, dass es sich bei meiner Person nicht um einen Investor handelt - ich strebe das aktive und langfristige Unternehmertum an.
Ich freue mich über Ihre Kontaktaufnahme und darauf, Sie und Ihr Unternehmen kennenzulernen!",,Dienstleistung; Handel; Verarbeitendes Gewerbe,Keine Angaben,Keine Angaben,Keine Angaben,Ja
23.05.2024,"Marken & Produkte im Bereich Baby, Kinder gesucht bzw. allg. Textilien","Ich suche Firmen und/oder auch nur Marken mit Produkten aus dem Bereich Baby und Kinder, die sich mit bereits bestehenden Marken kombinieren lassen. Gern auch allgemein aus dem Bereich Textilien.",Sachsen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207746,"
Hallo liebe Unternehmer,

ich bin selbst auch Unternehmer und lasse Textilien für Babys und Kleinkinder in Deutschland produzieren und vertreibe diese europaweit an Fachhändler, Fachpersonal sowie private Endkunden.

Zusätzlich betreibe ich einen Online-Shop für gebrauchte Kinderkleidung von bekannten und unbekannten Marken, inkl. dem Ankauf der Kleidungsstücke.

Wir sind ein wachsendes Team und verfügen über die Infrastruktur sowie die Kenntnisse aus Vertrieb, Einkauf, Produktion und Logistik.

Um insbesondere unseren B2B Kunden ein breiteres Produktportfolio anzubieten und die Firma weiter auszubauen, suche ich nach passenden Marken und Produkten.

Ich interessiere mich ebenfalls auch für produzierende Unternehmen aus dem allgemeinen Umfeld der Textilienbranche.

Ich freue mich auf eure Kontaktaufnahme (gern per Du) und den Austausch.

Viele Grüße
Philipp",Sachsen,,Keine Angaben,Keine Angaben,Keine Angaben,
22.05.2024,Unternehmen/Abteilung zum Verzahnen von Drehteilen,"Übernahme eines Unternehmens oder einer Abteilung zur Fertigung von Zahnrädern, Ritzeln, Verzahnungen usw. gesucht.",Nordrhein-Westfalen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208026,"
Wir sind ein seit 45 Jahren bestehendes Familienunternehmen, welches in 2. Generation geführt wird. Wir sind auf die Fertigung von CNC-Drehteilen und CNC-Frästeilen spezialisiert. Regelmäßig fertigen wir Zahnräder, Ritzel usw. und müssen die Bauteile für diesen Fertigungsschritt extern vergeben.

Gerne würden wir diesen Schritt selber übernehmen und weiter wachsen. Auf diesem Wege suchen wir ein Unternehmen, welches einen Nachfolger sucht oder eine Abteilung schließen/abgeben will. Bei der genauen Gestaltung sind wir sehr flexibel.

Gerne verfügt das Unternehmen auch noch über weitere Fertigungsverfahren (Drehen, Fräsen, Schleifen, Bohrwerk etc.), wodurch wir uns weitere Vorteile für beide Unternehmen erhoffen. Dies ist aber kein muss.

Wir können dem neuen Unternehmen weiteren Wachstum zusichern. 2 junge Geschäftsführer sind ebenso daran interessiert aktiv mitzuarbeiten und das Unternehmen fit für die Zukunft zu machen. Wir möchten ein attraktiver Arbeitgeber und Lieferant sein.

Nehmen Sie gerne Kontakt zu uns auf.",Nordrhein-Westfalen,Verarbeitendes Gewerbe > Maschinenbau; Verarbeitendes Gewerbe > Metallerzeugung und -verarbeitung,Keine Angaben,Keine Angaben,Keine Angaben,
22.05.2024,Ich könnte Ihr Nachfolger Ihres Immobilienunternehmens im Raum Leipzig sein,Gelernter Immobilienkaufmann sucht kleines Immobilienunternehmen in den Bereichen Vermittlung oder Verwaltung sowie Bestandsentwicklung und bietet sich Ihnen als möglicher Nachfolger an.,Sachsen / Leipzig,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208000,"
Ich als gelernter Immobilienkaufmann suche ein Unternehmen im Raum Leipzig zur Unternehmensnachfolge. Kleine Unternehmen, auch ohne Personal, sind für mich auch interessant.

Für mich sind die Bereiche Hausverwaltung, Immobilienmakler oder auch Bestandsentwicklung interessant.",Sachsen > Leipzig,,Keine Angaben,Keine Angaben,Keine Angaben,
