matching_keywords,matching_locations,buyer_name,buyer_title,buyer_summary,buyer_long_description,buyer_location,buyer_industry,buyer_contact,seller_id,seller_title,seller_summary,seller_long_description,seller_location,seller_industry,seller_contact
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Betrieb für Pulverbeschichtung wird gesucht,"Gesucht wird ein Betrieb für die Oberflächentechnik ( Sandstrahlen, Pulverbeschichten...) aus dem Raum NRW.","
Das Unternehmen sollte mind. 3-5 Jahre am Markt bestehen, keine Beteiligung gesucht, sondern Übernahme.",Nordrhein-Westfalen / Köln / Heinsberg,,,Unknown,Pulverbeschichtung in NRW- Dortmund,Pulverbeschichtungsunternehmen im Raum Dortmund mit Schwerpunkt Pulverbeschichtung von Metallen zu verkaufen.,"
Pulverbeschichtungsunternehmen im Raum Dortmund mit Schwerpunkt Pulverbeschichtung von Metallen zu verkaufen.
Wir Beschichten in großen: 7000 lang x 2200 hoch und 1500 tief.
Eine geschlossene Hand Beschichungskabine, für bis zu 7000 mm Länge sind möglich. Zwei Öfen: ein Elektrischer Ofen bis 4 Meter Teile ein Gas Ofen bis 7 Meter Teile .
Eine Automatische Spritz Reinigungsanlage .
Aktuell bedienen einen langjährigen regionalen Kundenstamm.
Im Rahmen des Verkaufs ist die Immobilie und Grundstück innbegriffen.
Anlagen Bj .2018-2021.
Halle 630 m2, Grundstück knapp 1900 m2 (Sandwichpaneele, gebaut 2017-2018). Mehrere Parkplätze auf dem Gelände vorhanden.
Nach dem Verkauf steht die Geschäftsführung gerne für eine Einarbeitung.
Verkaufspreisvorstellungen VB 1.3 Millionen Euro
Nach meinen wissen bei Übernahme von meinen zwei Mitarbeiter besteht die Möglichkeit einer Förderung von der NRW Bank , sollte aber von dem Käufer in Vorfeld geklärt werden.",Nordrhein-Westfalen / Arnsberg / Dortmund,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209794
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Hausverwaltung zur Übernahme gesucht,Für eine baldige Übernahme suche ich im Großraum Düsseldorf / Kreis Mettmann und bis 50km Umkreis eine Hausverwaltung zu akzeptablen Konditionen,"
Ich suche im Großraum Düsseldorf / Kreis Mettmann (+ 50km Umkreis) eine Hausverwaltung zur Übernahme zu akzeptablen Bedingungen. Die Übernahme kann/soll kurzfristig erfolgen.
Bedingt dadurch, dass ich bis in die 2010er Jahren bereits eine kleine Hausverwaltung betrieben haben, liegen entsprechende Kenntnisse in diesem Bereich vor (u.a. IHK-Zertifikatslehrgang).",Nordrhein-Westfalen / Düsseldorf / Düsseldorf Nordrhein-Westfalen / Düsseldorf / Mettmann,,,Unknown,Stark wachsende Immobilienverwaltung im Großraum Köln,Immobilienverwaltung mit Hausmeister- und Reparaturservice in kompetente Hände abzugeben. Umsatzwachstum der letzten 5 Jahre 580%.,"
Immobilienverwaltung mit Hausmeister- und Reparaturservice in kompetente Hände abzugeben. Umsatzwachstum der letzten 5 Jahre 580%. Langfristige Verträge mit Kunden und gesicherte Monatseinnahmen in Höhe von ca. 22.000,-€, Durchschnittsumsatz pro Monat in 2024 ca. 30.000,- €, 7 Mitarbeiter davon 4 Vollzeit. 2 zu 100 % gefördert, 1 Azubi",Nordrhein-Westfalen / Köln,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=212284
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,"Betriebsübernahme im Bereich SHK (Sanitär, Heizung, Klima)","Die Pflegediakonie HH-West/SH gGmbH ist auf der Suche nach einem bestehenden Handwerksbetrieb im Bereich SHK, den wir erfolgreich weiterführen und weiter ausbauen möchten.","
Unsere Vorstellungen:
- Betrieb mit Fokus auf SHK-Installationen, Wartung und Reparatur
- Betriebsgröße: idealerweise zwischen 5 und 10 Mitarbeitern
- gut ausgestatteter Maschinen- und Fuhrpark
- solides Netzwerk an Lieferanten
- qualifiziertes Personal
-Standort bevorzugt in Hamburg und Umgebung

Unser Angebot:
- Wir bieten eine vertrauensvolle, nachhaltige und zukunftsorientierte Betriebsübernahme
- Langfristiger Erhalt des Firmenimages
- Sicherstellung des Fortbestands für Mitarbeiter und Kunden
- flexible Verhandlungen über Kaufpreis und Übernahmemodalitäten

Wenn Sie Ihren Betrieb in vertrauensvolle Hände geben möchten oder jemanden kennen, der Interesse an einem Verkauf hat, freuen wir uns auf Ihre Kontaktaufnahme.

Bitte senden Sie uns unverbindlich erste Informationen zu Ihrem Betrieb an info@pflegediakonie.de. Diskretion und vertrauliche Behandlung Ihrer Daten sind selbstverständlich garantiert.",Hamburg / Hamburg / Hamburg,,,Unknown,Fachbetrieb: Heizung Sanitär Badsanierung und Dachsanierung Nähe Hamburg,Seit 25 Jahren werden Sanierungs- und Instandhaltungsarbeiten für Privat – und Gewerbekunden plan – und zeit-gerecht in sehr guter Qualität ausgeführt.,"
Spezialisiert auf Restaurierung und Sanierung von Heizungen, Bädern, aber auch Neu-, Um-, Ausbau und Instandsetzungsarbeiten einschließlich der Durchführung von Maurern-, Estrich-, Maler-, Putz-, Fliesenarbeiten. Zusätzlich wir bei der Sanierung von Dächern, speziell Flachdächern gearbeitet.
Seit 25 Jahren am Markt, Unternehmen wurde vom Inhaber als GWS + Dach - Unternehmen gegründet.
Heute arbeiten 6 Gesellen und 1 Azubi für GWS und Dachsanierung und ein Heizungsmeister im Unternehmen.
Der Inhaber leite das Unternehmen, und wird von seiner Frau unterstützt, sie ist für die Bereiche Verwaltung, Buchführung und aller Büroarbeiten tätig.
Durch die hohe Qualität in der Ausführung aller Arbeiten und der termingerechten Fertigstellung, hat das Unter-nehmen einen sehr guten Ruf bei den Kunden (mit vielen Empfehlungen) und den Lieferanten.
Die zusätzliche Zusammenarbeit mit weiteren Handwerkspartnern besteht seit vielen Jahren, so dass auch Gewerke außerhalb des eigenen Handwerkes geleistet werden können, alles aus einer Hand. Das Unternehmen kann alle Handwerksleistungen aus den Bereichen GWS und Dachsanierung mit eigenem Perso-nal leisten und erreicht durch gute Verbindungen vergünstigte Konditionen beim Materialeinkauf und somit eine hohe Rentabilität.
Das Unternehmen einem durchschnittlichen Jahresumsatz von1,3 Mio. € p.a.
Gesellschaftsform Das Unternehmen hat die GmbH & Co KG als Rechtsform.
Standort: Norddeutschland, Personal: 8 Mitarbeiter + GF
Vermögensgegenstände
Der geschäftsführende Gesellschafter möchten das Unternehmen im Rahmen der Altersnachfolge an einen geeigne-ten Nachfolger veräußern.
Entwicklungspotential
Aufgrund des positiven Marktausblicks in für die Bereiche Sanierung, Restaurierung und Isolierung von Gebäuden ist in den kommenden Jahren von einem großen Nachfragebedarf auszugehen. Durch langjährige Kontakte zu Archi-tekten, Hausverwaltungen und Immobilienmaklern ist die Umsatz – und Ertragslage positiv zu bewerten.
Unternehmenszahlen
Der durchschnittliche Umsatz liegt bei ca. 1,3 Mio. EUR.
Der durchschnittliche EBIT von 2019 bis 2022 betrug ca. 200 T. EUR
Für 2024 wird wieder ein gutes Geschäftsergebnis erwartet.
Die Vermittlung der Unternehmensübergabe wird von der Audeo Unternehmensvermittlung GmbH begleitet, für den Käufer entstehen keine Provisionskosten. Der Kaufpreis wir über ein faires Angebotsverfahren ermittelt.
Auch der Käufer wird durch die Audeo GmbH unterstützt, bis hin zur Finanzierung des Kaufpreises.",Hamburg / Hamburg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209411
Malerfirma,"düsseldorf, nordrhein-westfalen",Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Emsdetten + 15 km : Tischlerei zur Übernahme oder Teilhaberschaft gesucht,Anz.-Nr. MSN2853: Im Emsdetten + 15 km wird eine Tischlerei mit Schwerpunkt Möbel- und Innenausbau zur Teilhaberschaft oder Übernahme gesucht.,"
Anz.-Nr. MSN2853: Im Emsdetten + 15 km wird eine Tischlerei mit Schwerpunkt Möbel- und Innenausbau zur Teilhaberschaft oder Übernahme gesucht.",Nordrhein-Westfalen / Münster / Steinfurt,,,Unknown,Kreis Steinfurt: Tischlerei abzugeben,Anz.-Nr. MSA3545: Im Kreis Steinfurt ist eine moderne und erfolgreiche Tischlerei abzugeben.,"
Anz.-Nr. MSA3545: Im Kreis Steinfurt ist eine moderne und erfolgreiche Tischlerei mit großer Fertigungstiefe und Schwerpunkt auf Planung und Herstellung von hochwertigen Möbeln und kundenorientierten Einrichtungen, sowie Praxis- und Ladenbau abzugeben.",Nordrhein-Westfalen / Münster / Steinfurt,Handwerk > Ausbaugewerbe > Tischler; Baugewerbe > Ausbau > Tischler/Schreiner,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=205638
Malerfirma,nordrhein-westfalen,Die Ambrock GmbH sucht Malerbetriebe zur Übernahme,Suche SHK-Betrieb für eine Übernahme oder Beteiligung,ch suche einen SHK-Betrieb zur Übernahme oder für eine Beteiligung.  Ich bin 31 Jahre jung und habe meinen Meisterbrief seit März 2019.,"
Hallo zusammen ☺️

Ich suche einen SHK-Betrieb zur Übernahme oder für eine Beteiligung. 
Ich bin 31 Jahre jung und habe meinen Meisterbrief seit März 2019. 

In meiner Beruflichen Laufbahn konnte ich umfassende Kenntnisse in verschiedenen Bereichen sammeln: 

Praktische Tätigkeiten: 

Heizungsumbau, Badumbau, Komplettsanierungen von 1-Mehrfamilienhäußern, Kundendienstarbeiten (Kleinreparaturen, Wartungen und Störungsbeseitigungen und Reparaturen bei Öl und Gasgeräten sowie bei Solaranlagen) 


Bürotätigkeiten: 

Effiziente Touren- und Einsatzplanung der Servicetechniker, Terminierung von Wartungs- und Serviceaufträgen bei unseren Kunden, Organisation und Terminüberwachung von Aufträgen, laufende Abstimmung mit unseren Servicetechnikern, Kunden und Lieferantendisposition im Bereich Ersatzteile, Allgemeine administrative Tätigkeiten, Materialkostenverhandlungen im Großhandel und Schreiben von Angeboten.

Nun möchte ich den nächsten Schritt wagen und mich Selbständig machen um auf eigenen Beinen zu stehen. 

Über ein persönliches Gespräch würde ich mich sehr freuen.",Baden-Württemberg / Stuttgart / Esslingen Baden-Württemberg / Stuttgart / Stuttgart Baden-Württemberg / Stuttgart / Böblingen Baden-Württemberg / Stuttgart / Göppingen Baden-Württemberg / Stuttgart / Ludwigsburg,,,Unknown,Suche Nachfolger für erfolgreichen SHK-Betrieb im Raum Ludwigsburg,Suche Nachfolger für erfolgreichen SHK-Betrieb im Raum Ludwigsburg,"
Suche Nachfolger für erfolgreichen SHK-Betrieb im Raum Ludwigsburg.
Wir verfügen über eine komplette und sehr umfangreiche Betriebsausstattung. Unser Einzugsgebiet ist der Raum Ludwigsburg im Umkreis von 20 km. Wir sind hauptsächlich im Kundendienst, Gerätewartung und Instandsetzung von Gasfeuerstätten unterwegs. Zu unseren weiteren Tätigkeiten zählen noch die Innensanierungen von Gasanlagen, kleinere Badumbauten und Modernisierungen von Heizanlagen im privaten Wohnungsbau und Kleingewerbe.",Baden-Württemberg / Stuttgart / Ludwigsburg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=208217
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Suche SHK-Betrieb für eine Übernahme oder Beteiligung,ch suche einen SHK-Betrieb zur Übernahme oder für eine Beteiligung.  Ich bin 31 Jahre jung und habe meinen Meisterbrief seit März 2019.,"
Hallo zusammen ☺️

Ich suche einen SHK-Betrieb zur Übernahme oder für eine Beteiligung. 
Ich bin 31 Jahre jung und habe meinen Meisterbrief seit März 2019. 

In meiner Beruflichen Laufbahn konnte ich umfassende Kenntnisse in verschiedenen Bereichen sammeln: 

Praktische Tätigkeiten: 

Heizungsumbau, Badumbau, Komplettsanierungen von 1-Mehrfamilienhäußern, Kundendienstarbeiten (Kleinreparaturen, Wartungen und Störungsbeseitigungen und Reparaturen bei Öl und Gasgeräten sowie bei Solaranlagen) 


Bürotätigkeiten: 

Effiziente Touren- und Einsatzplanung der Servicetechniker, Terminierung von Wartungs- und Serviceaufträgen bei unseren Kunden, Organisation und Terminüberwachung von Aufträgen, laufende Abstimmung mit unseren Servicetechnikern, Kunden und Lieferantendisposition im Bereich Ersatzteile, Allgemeine administrative Tätigkeiten, Materialkostenverhandlungen im Großhandel und Schreiben von Angeboten.

Nun möchte ich den nächsten Schritt wagen und mich Selbständig machen um auf eigenen Beinen zu stehen. 

Über ein persönliches Gespräch würde ich mich sehr freuen.",Baden-Württemberg / Stuttgart / Esslingen Baden-Württemberg / Stuttgart / Stuttgart Baden-Württemberg / Stuttgart / Böblingen Baden-Württemberg / Stuttgart / Göppingen Baden-Württemberg / Stuttgart / Ludwigsburg,,,Unknown,Suche Nachfolger für Installateur-Betrieb im Raum Esslingen.,Suche Nachfolger für Installateur-Betrieb im Raum Esslingen.,"
Suche Meister zur Einarbeitung und späteren Übernahme für Installateur-Betrieb im Raum Esslingen.
Gut ausgestatteter Installations- und Heizungsbaubetrieb mit ausschließlich solventer Privatkundschaft, Tätigkeitsbereich überwiegend Kesseltausch, Wartungs- und Reparaturarbeiten, Badmodernisierungen.",Baden-Württemberg / Stuttgart / Esslingen,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=205698
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Hausverwaltungsunternehmen zum Kauf gesucht,"Wir sind bereits in der Hausverwaltung tätig, möchten weiter expandieren und suchen Hausverwaltungsunternehmen in ganz Bayern zum Ankauf.","
WEG-, Miet- und Sondereigentumsverwaltungen.",Bayern,,,Unknown,Hausverwaltung (GmbH) mit ca. 200 Wohneinheiten zu verkaufen,"Zum Verkauf steht eine seit Jahren erfolgreich geführte Hausverwaltung in Form einer GmbH, die ca. 200 Wohneinheiten in der Region betreut.","
Das Unternehmen zeichnet sich durch eine langjährige Expertise, einen festen Kundenstamm und eine persönliche, inhabergeführte Betreuung aus.

Highlights:

- Rechtsform: GmbH
- Anzahl der betreuten Einheiten: > 200
- Kundenstamm: Langfristige Verträge und stabile Geschäftsbeziehungen
- Standort: alle Objekte befinden sich in Nürnberg und Fürth
- Software und Prozesse: Moderne Verwaltungssysteme für effiziente Abläufe
- Eine reibungslose Übergabe wird garantiert.

Die Hausverwaltung bietet eine hervorragende Basis für erfahrene Verwalter*innen oder Investoren, die ihr Portfolio erweitern möchten. Bei Interesse an einem persönlichen Gespräch und weiteren Informationen freuen wir uns über Ihre Kontaktaufnahme.

Bitte nur seriöse Anfragen. Vertrauliche Behandlung wird garantiert.",Bayern / Mittelfranken / Nürnberg,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211363
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Hausverwaltungsunternehmen zum Kauf gesucht,"Wir sind bereits in der Hausverwaltung tätig, möchten weiter expandieren und suchen Hausverwaltungsunternehmen in ganz Bayern zum Ankauf.","
WEG-, Miet- und Sondereigentumsverwaltungen.",Bayern,,,Unknown,Hausverwaltung München West,"Professionelle Hausverwaltung in München-West mit 800 Einheiten. Langjährige Expertise, transparente Kommunikation und nachhaltige Verwaltung. Übergabe aus Altersgründen geplant.","
In der pulsierenden Metropole München bietet unsere Hausverwaltung im Westen der Stadt erstklassige Dienstleistungen für Wohn- und Gewerbeimmobilien. Mit jahrzehntelanger Erfahrung in der Immobilienbranche haben wir uns darauf spezialisiert, maßgeschneiderte Lösungen für die Verwaltung und Instandhaltung von Immobilien zu entwickeln. Wir verwalten über 800 Einheiten. Wir setzen auf transparente Kommunikation und nachhaltige Ansätze, um sowohl Eigentümern als auch Mietern ein optimales Umfeld zu bieten. Nach vielen erfolgreichen Jahren im Geschäft planen wir, die Verwaltung aus Altersgründen abzugeben.","Bayern / Oberbayern / München, Landkreis",,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=207340
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Wirtschaftsingenieur sucht produzierendes Unternehmen zur Nachfolge,"Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO.","
Mit dem Erwerb eines produzierenden Unternehmens möchte ich mich als Privatperson / MBI selbstständig machen und das Unternehmen langfristig als Geschäftsführer fortführen.

Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO einer Beteiligung. Zuvor war ich mehrere Jahre in verschiedenen Unternehmensberatungen im Bereich M&A und Restrukturierung tätig. Ich habe einen betriebswirtschaftlich-technischen Hintergrund und einen Master-Abschluss von der Technischen Universität München.

Nach vielen Jahren im Anstellungsverhältnis möchte ich mich nun wie auch bereits mein Vater selbstständig machen und ein Unternehmen als geschäftsführender Gesellschafter langfristig weiterentwickeln.

Ich suche ein Unternehmen zur Nachfolge mit folgenden Kriterien:

Unternehmenssituation
▪ Nachfolgeregelung
▪ Turnaround / Restrukturierung
▪ Insolvenz

Fokus-Themen & Branchen
▪ Industrie & produzierendes Gewerbe (insb.
Maschinen- und Anlagenbau sowie Automobil- und Bauzulieferer)
▪ Nachhaltiger Konsum (insb. (haltbare / ökologische) Lebensmittel,
Manufakturen)
▪ Medizin & Gesundheit (u.a. Medizintechnik)
▪ Energie & Umwelt (u.a. Recycling, Energie- und Gebäudetechnik)
▪ Technische Dienstleistungen

Investitionsgröße
▪ Umsatz: 1,0 bis 5,0 Mio. EUR
▪ EBIT: -0,1 bis +0,5 Mio. EUR

Beteiligung
▪ ausschließlich Mehrheitsbeteiligungen (> 50%)
▪ Bevorzugt Übernahme von 100% der Anteile als
geschäftsführender Gesellschafter

Geographie
▪ Deutschland (Fokus Bayern & Baden-Württemberg)",Baden-Württemberg,,,Unknown,Etabliertes Unternehmen aus der Medizintechnik sucht Nachfolger,Das Unternehmen ist im Markt für medizintechnische Geräte tätig.,"
Bei dem Unternehmen handelt es sich um ein attraktives Geschäftsmodell im Markt für Geräteträgersysteme für die Medizintechnik, das seit Jahrzehnten am Markt etabliert ist.

Die innovativen Produkte werden selbst entwickelt, in einem Direktvertrieb und mit individuellen Marketingmaßnahmen vertrieben sowie selbst montiert. Das Unternehmen produziert diverse Produktlinien, die den Kunden Standardlösungen anbieten, daraus aber auch kundenspezifische Produktlösungen zusammengestellt werden können. Im Einzelfall werden ganz individuell auf die Bedürfnisse des Kunden maßgeschneiderte Lösungen konzipiert und hergestellt.

Die Produktprogramme werden über Industriekunden in der Medizintechnik (""OEMs"") - ca. 55 % des Umsatzes -, über den medizinischen Fachhandel mit ca. 35 % des Umsatzes und über den Versandhandel mit ca. 15 % des Umsatzes vertrieben.

Das Unternehmen wickelt die gesamte Wertschöpfung an seinem Stammsitz in Baden - Württemberg in der Region Mittlerer Neckar ab. Dies umfasst dort die Produktentwicklung und Konstruktion, den Vertrieb und das Marketing, die Montage und die gesamte Logistik sowie die allgemeine Verwaltung.

Eine stabile und langjährige Kunden- und Lieferantenstruktur sichern konstante Umsatzerlöse von derzeit rd. 7,0 Mio. EUR und weiteres Wachstum sowie eine EBIT - Marge von derzeit ca. 6 - 7 %, die mit knapp über 30 Mitarbeitenden realisiert wird.

Das Target kann im Rahmen eines share deals zu 100 % von den Gesellschaftern erworben werden. Die Betriebsimmobilie befindet sich im Eigentum einer Besitzgesellschaft der Gesellschafterfamilie und soll im Rahmen eines langfristigen Mietvertrages weiter angemietet werden.

Das Angebot eignet sich für ambitionierte unternehmerisch orientierte Nachwuchskräfte - insbesondere aus der Medizintechnikbranche mit starker Vertriebs- und Technikaffinität sowie auch an (mittelständische) Unternehmen aus verwandten Branchen, die das Geschäftsmodell als weiteres Standbein integrieren können.",Baden-Württemberg / Stuttgart,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211786
Metallbau,"niedersachsen, weser-ems",Metallbaubetrieb | Osnabrück und Umgebung,Wirtschaftsingenieur sucht produzierendes Unternehmen zur Nachfolge,"Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO.","
Mit dem Erwerb eines produzierenden Unternehmens möchte ich mich als Privatperson / MBI selbstständig machen und das Unternehmen langfristig als Geschäftsführer fortführen.

Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO einer Beteiligung. Zuvor war ich mehrere Jahre in verschiedenen Unternehmensberatungen im Bereich M&A und Restrukturierung tätig. Ich habe einen betriebswirtschaftlich-technischen Hintergrund und einen Master-Abschluss von der Technischen Universität München.

Nach vielen Jahren im Anstellungsverhältnis möchte ich mich nun wie auch bereits mein Vater selbstständig machen und ein Unternehmen als geschäftsführender Gesellschafter langfristig weiterentwickeln.

Ich suche ein Unternehmen zur Nachfolge mit folgenden Kriterien:

Unternehmenssituation
▪ Nachfolgeregelung
▪ Turnaround / Restrukturierung
▪ Insolvenz

Fokus-Themen & Branchen
▪ Industrie & produzierendes Gewerbe (insb.
Maschinen- und Anlagenbau sowie Automobil- und Bauzulieferer)
▪ Nachhaltiger Konsum (insb. (haltbare / ökologische) Lebensmittel,
Manufakturen)
▪ Medizin & Gesundheit (u.a. Medizintechnik)
▪ Energie & Umwelt (u.a. Recycling, Energie- und Gebäudetechnik)
▪ Technische Dienstleistungen

Investitionsgröße
▪ Umsatz: 1,0 bis 5,0 Mio. EUR
▪ EBIT: -0,1 bis +0,5 Mio. EUR

Beteiligung
▪ ausschließlich Mehrheitsbeteiligungen (> 50%)
▪ Bevorzugt Übernahme von 100% der Anteile als
geschäftsführender Gesellschafter

Geographie
▪ Deutschland (Fokus Bayern & Baden-Württemberg)",Baden-Württemberg,,,Unknown,Unternehmensnachfolger gesucht,Aus altersgründen suchen wir für unser Unternehmen einen Nachfolger.,"
Wir sind ein etabliertes und erfolgreiches Unternehmen, das sich auf Industriemontage und Anlagenbau spezialisiert hat.
Mit einer starken Marktposition und einem treuen Kundenstamm, zu dem alle namhaften Automobilhersteller gehören, bieten wir umfassende Lösungen für Industriekunden und haben uns in unserer Branche als zuverlässiger Partner etabliert.

Aufgrund meines anstehenden Ruhestandes suche ich einen engagierten und qualifizierten Nachfolger, der das Unternehmen mit derselben Leidenschaft und Hingabe weiterführen möchte.

Ihre Aufgaben:
-Strategische und operative Führung des Unternehmens
-Pflege und Ausbau des bestehenden Kundenstamms
-Weiterentwicklung von Prozessen und Optimierung des Betriebs
-Sicherstellung der höhen Qualitätsstandards in allen Projekten

Ihr Profil:
-Erfahrung im Bereich Industriemontage, Anlagenbau oder verwandten Branchen
-Unternehmerisches Denken und Führungsqualitäten
-Zielorientierte und verantwortungsbewusste Arbeitsweise
-Bereitschaft, ein etabliertes Unternehmen erfolgreich weiterzuführen und
weiterzuentwickeln

Wir bieten:
-Eine gut eingeführte und profitable Unternehmensstruktur-
-Motiviertes und erfahrenes Mitarbeiterteam
-Stabile und langjährige Kundenbeziehungen, insbesondere im Automobilsektor
-Unterstützung bei der Übergabephase

Wenn Sie Interess haben, dieses erfolgreiche Unternehmen in die Zukunft zu führen, freue ich mich auf Ihre Kontaktaufnahme.",Baden-Württemberg / Karlsruhe / Rastatt,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=211999
Metallbau,niedersachsen,Metallbaubetrieb | Osnabrück und Umgebung,Wirtschaftsingenieur sucht produzierendes Unternehmen zur Nachfolge,"Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO.","
Mit dem Erwerb eines produzierenden Unternehmens möchte ich mich als Privatperson / MBI selbstständig machen und das Unternehmen langfristig als Geschäftsführer fortführen.

Derzeit arbeite ich noch bei einer Unternehmensgruppe in München und bin verantwortlich für die Weiterentwicklung von Gruppenunternehmen im kaufmännischen Bereich, zuletzt als Interim CFO einer Beteiligung. Zuvor war ich mehrere Jahre in verschiedenen Unternehmensberatungen im Bereich M&A und Restrukturierung tätig. Ich habe einen betriebswirtschaftlich-technischen Hintergrund und einen Master-Abschluss von der Technischen Universität München.

Nach vielen Jahren im Anstellungsverhältnis möchte ich mich nun wie auch bereits mein Vater selbstständig machen und ein Unternehmen als geschäftsführender Gesellschafter langfristig weiterentwickeln.

Ich suche ein Unternehmen zur Nachfolge mit folgenden Kriterien:

Unternehmenssituation
▪ Nachfolgeregelung
▪ Turnaround / Restrukturierung
▪ Insolvenz

Fokus-Themen & Branchen
▪ Industrie & produzierendes Gewerbe (insb.
Maschinen- und Anlagenbau sowie Automobil- und Bauzulieferer)
▪ Nachhaltiger Konsum (insb. (haltbare / ökologische) Lebensmittel,
Manufakturen)
▪ Medizin & Gesundheit (u.a. Medizintechnik)
▪ Energie & Umwelt (u.a. Recycling, Energie- und Gebäudetechnik)
▪ Technische Dienstleistungen

Investitionsgröße
▪ Umsatz: 1,0 bis 5,0 Mio. EUR
▪ EBIT: -0,1 bis +0,5 Mio. EUR

Beteiligung
▪ ausschließlich Mehrheitsbeteiligungen (> 50%)
▪ Bevorzugt Übernahme von 100% der Anteile als
geschäftsführender Gesellschafter

Geographie
▪ Deutschland (Fokus Bayern & Baden-Württemberg)",Baden-Württemberg,,,Unknown,Chirurgiemechanikbetrieb - Medizintechnikunternehmen,Chirurgiemeachnikbetrieb im Raum Tuttlingen im Bereich HNO & HF- Instrumente.,"
Für unseren Chirurgiemeachnikbetrieb im Bereich HNO & HF-Instrumenten
im Raum Tuttlingen suchen wir einen Übernahmebetrieb oder eine Einzelperson.

Zum Verkauf steht das Produktportfolio, unser Kundenstamm und das Know-How.
Als Kleinunternehmen fertigen wir, für unsere langjährigen namenhaften Kunden HNO & HF Instrumente.

Insbesondere ein breites Programm an Mundsperrern sowie das dazugehörige Zubehör.
Wir bieten eine optimale Übernahme mit ausreichender Einarbeitung in die Produkte.",Baden-Württemberg / Freiburg / Konstanz,,https://www.nexxt-change.org/DE/Verkaufsangebot/Detailseite/detailseite_jsp.html?adId=209530
